notice_date,event_number,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
3/27/2020,2019-1008,Temporary Plant Layoff,China Grill Management 12 E 22 LLC dba Almond,"12 E. 22nd StreetNew York, NY 10010",New York County,(917) 658-5847,Restaurant,69,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,2019-1006,Temporary Plant Layoff,"Howard Zimmerman Architects, P.C.","11 West 30th Street, 3rd FloorNew York, NY 10001",New York County,(212) 204-7597,Architecture Firm,42,,4/1/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,2019-1044,Temporary Plant Closing,Rooftop 63 LLC,"63 W. 38th StreetNew York, NY 10018",New York County,(646) 498-4247,Restaurant,70,70,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,2019-1013,Temporary Plant Layoff,"Uncle Biagio, LLC dba Don Angie","103 Greenwich AvenueNew York, NY 10014",New York County,(646) 277-2357,Restaurant,45,,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,2019-1016,Temporary Plant Closing,Blue Smoke 102 North End Ave LLC dba Blue Smoke,"255 Vesey StreetNew York, NY 10281",New York County,(917) 406-6702,Restaurant,63,63,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/1/2020,2019-1018,Temporary Plant Closing,"55th Street Hospitality Holdings, LLC dba The Ricky Fishbowl and PHD Terrace","210 West 55th StreetNew York, NY 10019",New York County,(212) 776-9220,Restaurant,95,95,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,2019-1012,Temporary Plant Layoff,"UOVO Art, LLC","41-54 22nd StreetLong Island City, NY 11101",Kings/Queens County,(646) 565-4820,Art Storage and Services,9,,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,2019-1031,Temporary Plant Closing,"Standard High Line Employer, LLC","848 Washington StreetNew York, NY 10014",New York County,(212) 784-5512,Hotel,164,164,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,2019-0773,Temporary Plant Closing,"Sushi by Bou Global, LLC (multiple sites)","32A E. 32nd StreetNew York, NY 10016",New York County,(646) 233-6532,Restaurant,60,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
4/1/2020,2019-1084,Temporary Plant Layoff,Welsbach Electric Corp.,"11101 14th Ave.College Point, NY 10013",Queens County,(718) 916-0454,Electricians,31,,3/6/2020,Unforeseeable business circumstances prompted by COVID-19,"Local Union No.3, Local Union 1249, Local Union 363",Temporary Plant Layoff
3/23/2020,2019-0996,Temporary Plant Closing,"Jean Georges of Pound Ridge LLC, dba The Inn at Pound Ridge","258 Westchester AvePound Ridge, NY 10576",Westchester County,(717) 606-6367,Restaurant,83,83,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-0982,Temporary Plant Layoff,Legendary Auto Interiors,"121 W. Shore Blvd.Newark, NY 14513",Wayne County,(315) 521-4296,Custom auto interior parts for classic car restoration,57,57,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,2019-0986,Temporary Plant Layoff,"Team Member Services LLC, dba Autobahn Indoor Speedway","2272 Palisades Center Dr.West Nyack, NY 10994",Rockland County,(904) 425-5005 Ext,Go-kart track,27,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0921,Temporary Plant Closing,Allen Boulevard Corp.,"71 Allen Blvd.Farmingdale, NY 11735",Nassau County,-----,Industrial Machinery & Equipment,18,18,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"United Food and Commercial Workers Union, Local 2013",Temporary Plant Closing
3/26/2020,2019-0928,Temporary Plant Layoff,"Levene Gouldin & Thompson, LLP","450 Plaza DriveVestal, NY 13850",Broome County,(607) 584-5776,Attorney's Office,31,,3/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,2019-0929,Temporary Plant Closing,"Positive Promotions, Inc.","15 Gilpin Ave.Hauppauge, NY 11788",Hempstead County,(631) 486-2316,Promotional Product Supplier,236,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"Local 6559 Warehouse and Production Employees Union, AFL-CIO",Temporary Plant Closing
3/26/2020,2019-1078,Temporary Plant Layoff,Akwesasne Mohawk Casino Resort,"873 NY-37Hogansburg, NY 13655",Franklin County,(518) 358-2222 Ext,Casino Hotel,700,776,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,2019-0769,Temporary Plant Layoff,Inn at Fox Hollow,"7755 Jericho TurnpikeWoodbury, NY 11797",Nassau County,-----,Hotel,58,,3/26/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,2019-0770,Temporary Plant Layoff,Scotto Brothers Corporate Office,"40 Crossways Park Drive, Suite 100Woodbury, NY 11797",Oyster Bay County,-----,Restaurant,3,,3/26/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,2019-0728,Temporary Plant Layoff,"Coast Professional, Inc.","611 Jamison RoadElmira, NY 14059",Chemung County,(585) 683-5280,Collection Agency,146,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,2019-0793,Temporary Plant Closing,"Waxing Centers of Buffalo, LLC","3211 Southwestern Blvd.Orchard Park, NY 14127",Erie County,(716) 674-3736,Waxing Services,93,104,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0990,Temporary Plant Layoff,"Fireman Hospitality Group Café Concepts, Inc. dba Café Concepts","890 Seventh AvenueNew York, NY 10019",New York County,(646) 927-0383,Restaurant,143,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,2019-1005,Temporary Plant Closing,USE LX LLC dba Lexus Intersect,"412 West 14th StreetNew York, NY 10014",New York County,(917) 406-6702,Catering,62,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/2/2020,2019-1087,Temporary Plant Closing,HLD Tribeca LLC dba Sushi of Gari Tribeca,"130 West BroadwayNew York, NY 10013",New York County,(212) 517-5340 Ext,Restaurant,22,22,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0991,Temporary Plant Closing,Varflex Corporation,"512 W. Court StreetRome, NY 13440",Oneida County,(315) 336-4400,Electrical Supply Store,145,145,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/23/2020,2019-1032,Temporary Plant Layoff,"Elizabeth Wende Breast Care, LLC","170 Sawgrass DriveRochester, NY 14620",Rochester County,(585) 758-7003,Health Care Provider - Mammography,78,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,2019-0903,Temporary Plant Layoff,The Ritz-Carlton New York Central Park,"50 Central Park SouthNew York, NY 10019",New York County,(212) 521-6025,Hotel,315,326,3/14/2020,Unforeseeable business circumstances prompted by COVID-19,New York Hotel Trades Council,Temporary Plant Layoff
3/27/2020,2019-1020,Plant Closing,P.F. Chang's China Bistro (Westbury - Store #4800),"1504 Old Country Rd #B9AWestbury, NY 11590",Nassau County,(480) 318-9583,Restaurant,118,118,3/26/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Closing
3/30/2020,2019-0979,Temporary Plant Layoff,"Harbor Day Care Center, Inc. dba Harbor Child Care","999 Herricks RoadNew Hyde Park, NY 11040",Nassau County,(516) 248-5002,Education and Child Care,272,276,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,2019-1070,Temporary Plant Layoff,"Two's Company, Inc.","500 Saw Mill RoadElmsford, NY 10523",Westchester County,(914) 345-2222,Retail,109,,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/2/2020,2019-1086,Temporary Plant Closing,"HLD Columbus LLC, dba Gari Columbus","370 Columbus AvenueNew York, NY 10024",New York County,(212) 517-5340 Ext,Restaurant,30,,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/2/2020,2019-1088,Temporary Plant Closing,"HLD Gari LLC, dba Sushi of Gari Upper East Side","402 East 78th StreetNew York, NY 10075",New York County,(212) 517-5340 Ext,Restaurant,25,25,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0785,Temporary Plant Layoff,"Mark Former, M.D., P.C. and Mark Fromer LLC","500 Park AvenueNew York, NY 10065",New York/Queens/Bronx County,(212) 832-9228,Ophthalmologist,105,,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0784,Temporary Plant Closing,Evelyn Hotel LLC,"7 East 27th StreetNew York, NY 10016",New York County,(212) 453-4021,Hotel,45,,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,2019-0781,Temporary Plant Closing,Iroquois Hotel LLC,"49 West 44th StreetNew York, NY 10036",New York County,(212) 453-4021,Hotel,50,,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,2019-0780,Temporary Plant Closing,"Washington Jefferson Hotel, LLC","318 West 51st StreetNew York, NY 10019",New York County,(212) 453-4021,Hotel,45,,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,2019-0782,Temporary Plant Closing,Belleclaire Hotel LLC,"2175 BroadwayNew York, NY 10024",New York County,(212) 453-4021,Hotel,55,,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,2019-0783,Temporary Plant Closing,"Edison Hotel, LLC","228 West 47th StreetNew York, NY 10036",New York County,(212) 453-4021,Hotel,250,,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,2019-0779,Temporary Plant Closing,Frederick Hotel,"318 West 51st StreetNew York, NY 10019",New York County,(212) 453-4021,Hotel,45,,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0778,Temporary Palnt Closing,Harvard Club of New York,"35 West 44th StreetNew York, NY 10036",New York County,(347) 702-3444,Hotel,275,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/17/2020,2019-0777,Temporary Plant Closing,Silver Autumn Hotel Corporation LTD dba Warwick New York Hotel,"65 West 54th StreetNew York, NY 10019",New York County,(212) 314-7833,Hotel,275,275,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/25/2020,2019-0776,Plant Layoff,"Greyhound Lines, Inc.","625 8th AvenueNew York, NY 10018",New York County,(214) 849-8605,Transportation Company,114,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Layoff
3/27/2020,2019-0775,Temporary Plant Layoff,ABCO Refrigeration Supply Corp.,"66-26 Metropolitan Ave.Middle Village, NY 11379",Queens County,(347) 738-1251,Refrigeration Wholesaler,32,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,2019-0863,Temporary Plant Closing,Fairfield Inn - NY Downtown Manhattan World Trade Center Area,"100 Greenwich StreetNew York, NY 10006",New York County,(703) 489-4450,Hotel,,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0862,Temporary Plant Closing,"Oki Ringo dba Covina, o ya, & Roof @ Park South","124 East 28th StreetNew York, NY 10016",New York County,(347) 538-8019,Restaurant,104,104,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0861,Temporary Plant Closing,Boqueria Operations LLC and Jaleo Management LLC (multiple sites),"260 West 40th StreetNew York, NY 10018",New York County,(212) 477-9400,Restaurant,324,324,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
3/25/2020,2019-0860,Temporary Plant Layoff,InterContinental New York Times Square,"300 West 44th StreetNew York, NY 10036",New York County,(212) 803-4532,Hotel,310,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/27/2020,2019-0848,Temporary Plant Closing,"Sweet Chick LES, LLC dba Sweet Chick","178 Ludlow StreetNew York, NY 10002",New York County,(347) 653-2478,Restaurant,45,45,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/30/2020,2019-0904,Temporary Plant Layoff,"Paragon Sports, LLC","867 BroadwayNew York, NY 10003",New York County,(212) 255-8036 Ext,Sporting Goods,230,,4/4/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,2019-0854,Temporary Plant Closing,Milos Inc. dba Estiatorio Milos,"125 W. 55th StreetNew York, NY 10019",New York County,(717) 606-6367,Restaurant,180,180,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0853,Temporary Plant Closing,"228 West 10th Street, LLC dba L'Artusi","228 West 10th StreetNew York, NY 10014",New York County,(347) 653-2478,Restaurant,110,110,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0852,Temporary Plant Closing,34 8th Avenue LLC dba Anfora,"34 8th AvenueNew York, NY 10014",New York County,(347) 653-2478,Restaurant,11,11,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0851,Temporary Plant Closing,Greener Pastures Management Corp. dba Irving Farm Coffee Roasters,"151 W. 19th StreetNew York, NY 10011",New York County,(347) 653-2478,Restaurant,119,119,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0905,Temporary Plant Layoff,Fireman Hospitality Group Café Concepts dba Café Concepts (multiple locations),"888 7th AvenueNew York, NY 10106",New York County,(646) 927-0383,Restaurant,563,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,2019-0917,Temporary Plant Layoff,Capitol Fire Sprinkler Co. Inc.,"51-51 59th PlaceQueens, NY 11377",Queens County,(718) 533-6800 Ext,Fire Sprinkler Installation,58,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0858,Temporary Plant Layoff,"Quixote Studios, LLC","1082 Flushing AvenueBrooklyn, NY 11237",Kings County,(323) 512-6328,Studio Equipment,6,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,2019-0857,Temporary Plant Layoff,S.P.E.A.R. Physical and Occupational Therapy PLLC (19 NYC Locations),"307 Fifth AvenueNew York, NY 10016",New York/Kings/Queens County,(646) 790-7457,Physcial and Occupational Therapy,133,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,2019-1053,Temporary Plant Layoff,S.P.E.A.R. Physical and Occupational Therapy PLLC,"220 Tompkins AvenuePleasantville, NY 10570",Westchester County,(646) 790-7457,Physical and Occupational Therapy,,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,2019-0856,Temporary Plant Layoff,Hanky Panky Ltd.,"373 Park Avenue SouthNew York, NY 10016",New York/Queens County,(646) 388-7147,Undergarments,94,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/23/2020,2019-0859,Temporary Plant Closing,Hornell Furniture Outlet,"181 Main StreetHornell, NY 14843",Steuben County,-----,Furniture,25,25,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
3/23/2020,2019-0850,Temporary Plant Layoff,"T&L Automatics, Inc.","770 Emerson StreetRochester, NY 14613",Monroe County,(585) 647-3717,Machine Shop,111,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,2019-0746,Temporary Plant Layoff,"Alsco, Inc.","548 St. Paul StreetRochester, NY 14605",Monroe County,(583) 454-5988,Linen and Uniform Supply,52,,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,Workers United - Rochester Regional Joint Board,Temporary Plant Layoff
3/30/2020,2019-0920,Plant Layoff,44 Restaurant LLC dba The Lambs Club,"130 W 44th StreetNew York, NY 10036",New York County,(212) 991-8096,Restaurant,133,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Layoff
3/16/2020,2019-0919,Temporary Plant Closing,Burger & Lobster Bryant Park LLC,"132 West 43rd StreetNew York, NY 10036",New York County,(917) 930-7336,Restaurant,80,80,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
3/31/2020,2019-0907,Temporary Plant Closing,Food 2 Lex LLC,"2 Lexington AvenueNew York, NY 10010",New York County,(917) 406-6702,Catering,184,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,2019-0908,Temporary Plant Closing,"28 Liberty F&B Management, LLC","28 Liberty StreetNew York, NY 10005",New York County,(917) 406-6702,Catering,178,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,2019-0909,Temporary Plant Closing,"Art Food, LLC","9 West 53rd StreetNew York, NY 10019",New York County,(917) 406-6702,Catering,273,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,2019-0911,Temporary Plant Closing,29th Street NY Food and Beverage Operating Company LLC,"29 East 29th StreetNew York, NY 10016",New York County,(917) 406-6702,Catering,165,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,2019-0912,Temporary Plant Closing,"Union Square Hospitality Group (USHG), LLC","853 BroadwayNew York, NY 10003",New York County,(917) 406-6702,Catering,45,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,2019-0913,Temporary Closing,Hudson Yards Catering LLC,"640 West 28th StreetNew York, NY 10001",New York County,(917) 406-6702,Catering,416,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Closing
3/18/2020,2019-0916,Temporary Plant Layoff,Hudson Hotel,"358 West 58th StreetNew York, NY 10019",New York County,(212) 453-6400,Hotel,212,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/31/2020,2019-0915,Temporary Plant Closing,"Martinique New York on Broadway, Curio Collection by Hilton Hotel","49 West 32nd StreetNew York, NY 10001",New York County,(212) 277-2685,Hotel,123,123,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/27/2020,2019-0906,Temporary Plant Closing,Momofuku (multiple locations),"232 Eight AvenueNew York, NY 10011",New York/Kings County,(732) 567-8720,Restaurant,331,,3/14/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/30/2020,2019-0918,Temporary Plant Layoff,The Garden City Hotel,"45 Seventh St.Garden City, NY 11530",Hempstead County,(516) 877-9341,Hotel,290,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,2019-0914,Temporary Plant Layoff,Glenn Wayne Bakery,"1800 Arctic Ave.Bohemia, NY 11716",Suffolk County,(631) 289-9200,Bakery,57,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,2019-0985,Temporary Plant Closing,Rony Elka Vardi Inc. dba Catbird,"219 Bedford Ave.Brooklyn, NY 11211",Kings County,(917) 900-4783 Ext,Retail & Light Manufacturing,112,136,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-0987,Temporary Plant Layoff,v,"2265 Third AvenueNew York, NY 10035",New York County,(212) 289-6650 Ext,Social services organization,29,110,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,SEIU 1199,Temporary Plant Layoff
3/31/2020,2019-0983,Temporary Plant Closing,Primark US Corp.,"5100 Kings PlazaBrooklyn, NY 11234",Kings County,(781) 473-3781,Clothing Store,395,395,4/1/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/23/2020,2019-0586,Temporary Plant Closing,We Sell Cellular LLC,"150 Executive DriveEdgewood, NY 11717",Suffolk County,(631) 793-9850,Cellular Sales,38,42,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
1/15/2020,2019-0229,Plant Closing,Blakely LLC dba the Blakely Hotel,"136 West 55th StreetNew York, NY 10019",New York County,(212) 245-1800,Hotel,54,54,Separations,Economic,"New York Hotel & Motel Trades Council, AFL-CIO",Plant Closing
1/30/2020,2019-0270,Plant Closing,Long Island Custom Windows LLC dba Renewal by Anderson of Long Island (Call Center),"2029 New HighwayFarmingdale, NY 11735",Nassau County,( 917) 797-0889,Call Center,29,29,Separations,Economic,The employees are not represented by a union.,Plant Closing
3/25/2020,2019-0791,Temporary Plant Closing,"Louis Christopher Management, LLC (multiple sites)","457 Court StreetBrooklyn, NY 11231",Kings County,(717) 606-6367,Restaurant,118,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0771,Temporary Plant Layoff,Lotte New York Palace Hotel,"455 Madison AvenueNew York, NY 10022",New York County,(212) 303-6042,Hotel,335,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/16/2020,2019-0743,Temporary Plant Closing,"Tokyo Mama, Inc. dba SAKE BAR DECIBEL","240 E. 9th StreetNew York, NY 10003",New York County,(212) 228-3030,Restaurant,,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0748,Temporary Plant Closing,Chumley's 86 LLC,"86 Bedford StreetNew York, NY 10014",New York County,(646) 209-1687,Restaurant,19,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,2019-0768,Plant Layoff,Brits on Madison LLC,"5 Madison AvenueNew York, NY 10010",New York County,(267) 312-1644,Restaurant,139,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Layoff
3/19/2020,2019-0767,Temporary Plant Layoff,"Bowery F&B, LLC","335 BoweryNew York, NY 10003",New York County,(212) 505-9100,Restaurant,209,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,2019-0930,Plant Layoff,"SRHG West, LLC","281 Park Ave. SNew York, NY 10010",New York County,(267) 312-1644,Restaurant,181,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Layoff
3/25/2020,2019-0927,Temporary Plant Layoff,The Roosevelt Hotel NYC,"45 East 45th StreetNew York, NY 10017",New York County,(212) 661-9600,Hotel,507,,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/27/2020,2019-0926,Temporary Plant Closing,Loews Regency New York Hotel,"540 Park AvenueNew York, NY 10065",New York County,(212) 339-4002,Hotel,285,285,3/28/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/27/2020,2019-0942,Temporary Plant Layoff,Hudson Rooftop LLC,"18th 9th Ave.New York, NY 10014",New York County,(212) 924-2959,Restaurant,44,44,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,2019-0943,Temporary Plant Closing,Bagatelle Little West 12th LLC,"1 Little West 12thNew York, NY 10014",New York County,(212) 924-2959,Restaurant,91,91,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-0944,Temporary Plant Closing,Bagatelle Downtown LLC,"18th 9th Ave.New York, NY 10014",New York County,(212) 924-2959,Restaurant,30,30,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/1/2020,2019-0988,Temporary Plant Closing,"Camp NYC, Inc.","30 West 21st Street, 2nd FloorNew York, NY 10011",New York/Kings County,(917) 900-4783 Ext,Toy Store,91,91,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/23/2020,2019-0995,Temporary Plant Closing,Triomphe Restaurant Corp. dba Jean-Georges Restaurant,"1 Central Park WestNew York, NY 10023",New York County,(717) 606-6367,Restaurant,216,216,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/23/2020,2019-0997,Temporary Plant Closing,"Lucy Kitchen LLC, dba abc v","38 East 19th StreetNew York, NY 10003",New York County,(717) 606-6367,Restaurant,177,177,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-0992,Temporary Plant Layoff,Levain Bakery and Engage PEO,"33 East 33rd Street, Suite 1105New York, NY 10016",New York County,-----,Restaurant,53,53,3/26/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/23/2020,2019-0993,Plant Temporary Closing,"Mercer Kitchen LLC, dba Mercer Kitchen","99 Prince St.New York, NY 10012",Kings County,(717) 606-6367,Restaurant,170,170,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Temporary Closing
3/24/2020,2019-0994,Temporary Plant Closing,"Origine LLC, dba JoJo","160 East 64th St.New York, NY 10065",New York County,(717) 606-6367,Restaurant,51,51,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
